Gender,Department,City,Age,Salary,Experience_Years
Female,HR,Phoenix,,48345,3
Female,,Houston,49,57382,30
None,Finance,Chicago,28,40149,9
,Finance,New York,62,75140,39
Other,Marketing,Phoenix,45,85622,19
Other,None,Los Angeles,21,60976,0
,Engineering,Phoenix,62,60008,41
Other,Finance,Chicago,,41184,19
Female,HR,New York,,49868,20
Other,,Phoenix,50,58163,31
Male,Sales,None,21,32773,0
Male,Finance,Phoenix,,73668,40
Female,Marketing,New York,43,26982,23
Female,None,Phoenix,48,18963,27
,HR,Los Angeles,48,76148,24
Other,Engineering,New York,44,61680,18
Female,Sales,None,42,,
Male,HR,Chicago,53,52336,25
Other,HR,Houston,48,,29
Female,Marketing,Phoenix,60,51548,35
,Marketing,Los Angeles,54,34500,28
Other,Engineering,None,,54738,34
Female,Engineering,New York,61,67465,33
Other,Engineering,Houston,40,24099,21
Male,Marketing,None,,42735,25
Male,Marketing,Phoenix,,32590,0
Other,Sales,Los Angeles,45,38548,27
Female,Finance,New York,59,,38
Other,Finance,Houston,58,,40
Male,Sales,Los Angeles,59,76045,41
Other,None,New York,30,51040,8
Other,Marketing,Chicago,18,44198,0
Male,Finance,Los Angeles,29,,9
Other,Marketing,Houston,,52128,36
Other,Sales,Los Angeles,57,50828,35
Female,Engineering,None,43,30130,16
Female,Sales,New York,63,35118,35
Male,,Phoenix,63,75815,38
Male,,,40,44152,16
Male,Finance,Los Angeles,39,50656,21
None,Finance,Houston,45,58292,27
Male,,Houston,34,47687,10
Male,Finance,,,70298,0
,Engineering,Los Angeles,31,39023,5
Female,Marketing,Los Angeles,34,43616,
Other,Marketing,Phoenix,55,,32
Male,None,None,22,38093,0
None,Sales,Chicago,,36830,4
Male,Marketing,None,26,50442,0
Other,Sales,Houston,,70245,40
Female,Marketing,Los Angeles,59,32329,33
Female,Marketing,New York,43,47176,15
Male,,None,30,61451,2
Other,Finance,Houston,36,79689,11
Female,Finance,New York,34,64088,14
Male,Sales,Chicago,33,46908,5
Male,Finance,Los Angeles,47,41589,26
Female,Sales,Phoenix,49,66938,25
Female,Marketing,Houston,31,63243,
Male,,,32,50240,12
None,,Chicago,29,46884,4
Other,Marketing,Phoenix,54,80256,32
Other,Engineering,New York,,77957,0
Male,Engineering,Los Angeles,22,55878,0
Female,Finance,New York,28,53094,3
Male,Sales,None,,32766,28
Female,,Houston,36,50672,14
Other,Finance,,43,68122,25
None,Marketing,New York,43,21030,21
Female,None,Los Angeles,34,,9
Female,Sales,,48,60322,22
Male,Sales,Los Angeles,36,60364,
Other,Engineering,Chicago,61,,33
Male,None,Los Angeles,37,45168,10
Male,Marketing,New York,40,40692,20
Male,None,None,42,79836,17
Other,Sales,Chicago,45,73366,23
Male,HR,New York,54,55590,35
Male,Marketing,None,29,50499,11
Male,,,18,49880,0
,Finance,Los Angeles,,45300,0
Male,Engineering,Houston,27,,8
Male,HR,None,51,50602,23
Other,Engineering,Chicago,49,80414,29
Male,Marketing,Los Angeles,42,54400,16
Female,Engineering,Chicago,27,40727,
Male,HR,Chicago,18,53886,0
Male,HR,New York,49,46691,20
Other,Sales,Houston,,,35
Other,HR,Chicago,29,33205,4
,Engineering,,35,,16
Female,Sales,Phoenix,47,28081,23
Other,,,30,50253,10
Other,HR,Houston,,,
Male,Marketing,Los Angeles,38,,9
Other,Sales,Los Angeles,59,47593,31
Female,Marketing,Los Angeles,31,34220,13
Male,Marketing,Houston,57,,28
Female,Marketing,Chicago,27,,0
Male,None,New York,19,42072,1
Other,Marketing,None,62,74096,33
Female,None,New York,54,51725,26
None,HR,Phoenix,28,44637,
None,Finance,Houston,18,40611,0
Other,Marketing,Phoenix,43,52935,15
Other,HR,Los Angeles,59,48602,34
Other,Sales,Chicago,30,30711,5
Female,Sales,Los Angeles,45,,26
Male,HR,New York,53,44952,32
Other,Engineering,Los Angeles,38,73749,19
Female,HR,Chicago,27,33626,2
None,,Chicago,29,64424,5
Female,Finance,Houston,63,70334,39
Other,None,None,44,69088,17
Other,Sales,,20,56002,0
None,Marketing,Chicago,45,64946,16
Male,HR,New York,19,57026,0
Other,,Los Angeles,45,34541,23
Female,,Houston,48,56195,30
,Sales,None,60,,33
Female,Engineering,Los Angeles,38,31620,10
Male,Finance,Houston,24,54197,3
,Marketing,New York,48,41136,
Male,Engineering,Phoenix,31,73844,13
Male,Sales,Phoenix,56,75267,
,Finance,Houston,56,91073,32
,HR,New York,26,29538,4
Other,Finance,Los Angeles,40,33047,
Other,Engineering,Los Angeles,,,7
Female,,New York,46,45259,21
Male,Engineering,Phoenix,55,,28
Male,HR,New York,56,44253,31
Male,HR,Phoenix,39,48913,20
Male,Sales,Phoenix,21,,3
Male,Marketing,Los Angeles,24,22803,
Other,None,Houston,57,56121,34
Female,None,Chicago,,47120,3
Other,HR,,52,,31
Male,None,Phoenix,,70827,1
Male,Engineering,New York,30,43555,
,Marketing,None,56,44851,35
None,Engineering,Houston,37,45808,9
Female,Finance,Chicago,38,73418,13
Male,Engineering,Chicago,,51630,35
Female,Marketing,Phoenix,,48958,18
Male,None,Chicago,19,63257,0
Female,Engineering,Phoenix,,16499,42
Other,Finance,,57,53044,32
Male,HR,Phoenix,47,53267,21
Female,None,,40,62409,13
Other,HR,None,,,32
Male,Engineering,Chicago,30,,
Male,,Houston,50,25119,29
Male,Finance,,49,59566,21
Female,,Los Angeles,45,42629,26
Female,HR,Phoenix,,45071,21
,HR,,59,37139,34
Female,None,,45,50209,23
Female,Sales,,47,48912,19
Male,Engineering,Chicago,58,31677,37
None,Finance,New York,46,61561,26
Male,HR,Houston,,,23
None,Marketing,Los Angeles,39,71394,19
Male,Engineering,,42,53172,
None,Engineering,New York,31,48690,4
Male,Marketing,New York,27,27367,3
None,Marketing,,27,58104,0
Other,,Los Angeles,25,49402,0
Other,Sales,Houston,31,52567,
None,HR,New York,62,,40
Male,None,New York,55,63045,30
Other,HR,New York,49,66721,23
Male,Sales,,62,13823,41
Other,Finance,Los Angeles,49,46863,30
Female,HR,Houston,,26120,
Other,Engineering,None,37,,18
Other,HR,Chicago,30,21768,3
Male,None,New York,40,,21
Other,HR,Los Angeles,36,73548,
Female,Finance,Chicago,33,47241,6
Male,None,Chicago,53,55134,25
Male,Engineering,,52,73280,
Other,Sales,New York,64,81327,46
Male,,Los Angeles,64,75294,45
Male,Marketing,Los Angeles,24,58082,
,Finance,,,74209,27
Male,Marketing,New York,25,35516,3
Male,Finance,Los Angeles,42,39736,15
,,Houston,40,,11
Female,Sales,Houston,27,50409,7
None,Finance,New York,47,60122,25
Female,Sales,Los Angeles,50,63734,
Male,Sales,Phoenix,28,63964,9
Male,Engineering,,52,22225,
Other,Marketing,Phoenix,44,60219,19
Female,None,Houston,20,40524,0
None,Marketing,Phoenix,64,53832,45
Female,HR,Los Angeles,25,43327,0
Male,Engineering,Los Angeles,30,43659,12
Other,Marketing,Phoenix,59,40697,41
Other,Marketing,Chicago,20,61390,0
Male,Engineering,Phoenix,37,47480,16
Other,,Chicago,63,46264,34
Female,Marketing,New York,62,45016,39
Female,,New York,52,58810,28
None,Marketing,None,30,,
Female,Finance,Houston,37,73845,12
Male,HR,Los Angeles,41,40173,14
,Marketing,Los Angeles,26,43433,8
None,Finance,Houston,47,50317,18
Male,Engineering,Los Angeles,42,57106,17
Other,Finance,,33,47244,4
Other,Engineering,Los Angeles,25,46475,
Male,Marketing,New York,61,,43
Male,Engineering,Chicago,45,15926,25
Female,None,Los Angeles,29,41355,0
Other,HR,Chicago,41,37623,19
Other,Sales,Phoenix,46,,18
None,Sales,Los Angeles,32,70893,5
Other,None,New York,35,,8
Female,None,Houston,24,48587,0
None,Marketing,New York,30,58215,5
Male,Marketing,Chicago,36,38242,11
Male,Finance,,,15688,37
,Finance,New York,22,11622,1
Female,Engineering,None,43,,22
Other,Finance,New York,,,0
,,Houston,50,45084,22
Male,Finance,New York,54,44867,34
,Sales,New York,42,37246,17
Female,Engineering,Chicago,42,52419,21
Female,Engineering,None,56,60845,29
Other,Marketing,New York,47,36569,21
Female,Finance,Phoenix,58,53875,29
Male,Sales,Houston,21,,2
,Finance,Phoenix,,48628,9
Other,HR,Chicago,44,41582,26
Other,Finance,,64,63637,43
Female,,Los Angeles,56,50114,30
None,Finance,Houston,41,32732,12
Male,Engineering,New York,,,30
Female,Sales,None,,64806,16
Male,Marketing,Phoenix,46,31881,
Female,HR,New York,48,45874,21
Other,Sales,New York,62,44034,36
Female,Sales,Chicago,52,,26
Female,Engineering,None,45,46813,21
Male,Engineering,Phoenix,55,,30
Male,Engineering,Los Angeles,61,39255,32
Female,Marketing,Los Angeles,21,47404,2
Other,None,,45,46916,19
Other,None,Los Angeles,48,76856,29
Male,Finance,Phoenix,40,54692,15
Other,,Houston,31,62668,12
Male,Engineering,Chicago,45,77619,17
None,Finance,None,,53776,2
Female,Sales,Phoenix,18,,
Male,Sales,Los Angeles,60,35191,40
,None,,49,31503,30
None,Marketing,Houston,58,17626,35
Male,Finance,New York,35,63270,12
Other,None,New York,22,56862,4
Other,,Los Angeles,59,46506,35
Male,Marketing,Phoenix,32,46125,3
Other,,Chicago,59,34993,
Male,Sales,Houston,33,57433,5
Female,Finance,Houston,,40970,24
,,Houston,53,46054,35
Female,Marketing,New York,57,33348,36
Other,,Chicago,47,35967,24
Female,Sales,New York,55,63971,30
None,Sales,Los Angeles,40,66688,
Male,Engineering,Houston,28,31440,
Other,,None,42,58915,
,Engineering,Houston,62,38901,35
Male,HR,New York,60,42521,36
Female,None,,,68013,0
Female,Engineering,New York,52,45707,
Female,Sales,Houston,64,45583,41
Female,,Chicago,41,25376,16
Other,HR,Chicago,,44930,10
Other,Sales,,59,40616,36
Other,Finance,Houston,54,56886,
Male,Marketing,,47,,27
Other,Finance,Los Angeles,28,68355,8
Other,Finance,Los Angeles,40,55942,19
Other,Marketing,Los Angeles,63,52956,40
Female,Marketing,New York,45,60539,17
Other,Finance,,46,53009,
Male,HR,Chicago,32,60909,13
Female,Marketing,Los Angeles,62,,41
Male,Sales,New York,20,48676,0
Other,Engineering,,26,37926,0
None,HR,Phoenix,25,39291,0
Male,Marketing,Phoenix,64,69506,39
Other,Marketing,Houston,50,56998,23
Male,HR,Chicago,,26912,26
Male,Engineering,New York,26,65863,0
Male,,Phoenix,34,51880,10
Other,Sales,New York,,38109,29
Other,,New York,18,,0
Male,Engineering,Houston,,68879,33
Female,Sales,Phoenix,22,61331,
Female,None,Los Angeles,47,52383,27
Other,Marketing,New York,,55103,0
,,Phoenix,45,,22
Other,HR,New York,55,61226,
Other,Marketing,None,34,52715,10
None,Engineering,Houston,40,53633,17
Female,Sales,Los Angeles,35,53317,7
Other,Sales,Houston,54,42970,35
Male,Marketing,None,44,35757,21
Male,HR,Houston,42,51392,23
Female,Finance,Los Angeles,22,29999,4
Male,,Chicago,36,,9
Female,,New York,44,34576,17
Female,None,New York,30,64491,3
Male,Sales,Phoenix,24,28603,2
,Finance,Los Angeles,,49344,22
Male,Engineering,Los Angeles,31,51122,
Male,Marketing,Los Angeles,44,68291,18
Female,Finance,New York,25,53833,
,HR,Houston,48,37797,
Female,Marketing,New York,52,36623,25
Other,Engineering,New York,44,71703,15
Other,Finance,,21,,
Other,,Houston,59,47087,
,Finance,None,21,39577,1
Female,Finance,Phoenix,35,31809,7
Other,Finance,Chicago,40,78509,13
Female,Engineering,Chicago,49,50951,27
Female,Marketing,New York,,,6
,None,Chicago,37,61135,14
Other,Sales,New York,64,58960,44
Female,,New York,62,31261,33
Other,Engineering,Phoenix,29,,10
None,Finance,Los Angeles,25,56878,2
Female,,New York,39,,18
Other,Marketing,Chicago,44,,18
Male,HR,Phoenix,,22020,39
Other,HR,Chicago,58,53690,37
,Sales,Los Angeles,34,,6
Female,HR,Houston,49,,21
,HR,Los Angeles,50,45409,31
Male,Sales,Phoenix,48,73798,26
Female,Sales,Los Angeles,23,19821,3
Male,HR,Los Angeles,56,60854,35
Male,Marketing,,26,61750,0
Female,HR,,59,38425,32
Male,Finance,,49,15303,21
Other,Finance,,53,61368,31
Other,Finance,Houston,33,54826,7
Female,Engineering,Houston,29,71319,7
Female,Finance,Houston,58,41528,31
Male,Marketing,None,20,,0
Male,Engineering,Phoenix,44,24829,19
None,Engineering,None,44,60846,26
Male,None,,,27027,6
Other,HR,,34,49445,
Other,Sales,Phoenix,63,34388,34
Female,HR,Phoenix,22,55069,2
,HR,Los Angeles,43,47172,
Male,Engineering,,38,46577,20
,None,Houston,,49069,0
,None,None,,,
Male,Marketing,,52,71085,33
Male,Marketing,Los Angeles,26,57080,5
Male,Sales,Houston,,39740,17
Male,Engineering,Los Angeles,55,40925,36
Female,Finance,Chicago,58,65207,35
Male,Engineering,Phoenix,21,33938,0
Female,Marketing,Chicago,36,50182,18
,None,Phoenix,54,,29
,Marketing,None,22,,2
Other,Engineering,Los Angeles,45,33453,20
Other,Finance,Los Angeles,63,40260,
Other,Sales,Houston,59,,41
None,Finance,New York,40,59078,19
None,Marketing,Chicago,55,,35
None,HR,Houston,40,66834,15
Other,Finance,Houston,63,,45
Female,,Chicago,35,61741,
Male,Sales,Chicago,46,43735,
Male,Engineering,Phoenix,45,64334,
Female,Engineering,New York,26,43717,3
Other,Finance,None,56,39570,
Male,None,None,27,59140,0
Other,HR,None,19,56619,
Other,Engineering,Los Angeles,30,41879,8
Other,Sales,New York,55,58127,26
Male,HR,Houston,44,48016,21
Other,Engineering,,58,,34
Male,Sales,Los Angeles,37,55057,12
Other,Finance,Los Angeles,57,28910,37
Male,None,Chicago,27,50040,0
Other,Engineering,Chicago,33,28061,15
Female,Sales,New York,32,,10
,None,New York,,48362,2
Other,HR,Los Angeles,55,64663,37
Male,Engineering,New York,37,46496,18
,Marketing,Phoenix,41,44683,12
Other,HR,Houston,,43224,33
Female,Sales,New York,24,55881,4
Female,HR,,,,12
Male,Marketing,Chicago,41,28920,14
Female,Marketing,Phoenix,,,25
Other,Engineering,New York,22,56213,0
Male,Engineering,,60,39473,37
Other,Finance,,62,40368,37
None,,Los Angeles,52,41663,34
,Finance,Phoenix,18,30416,
Male,Marketing,New York,53,45300,
Male,Engineering,Phoenix,35,50339,12
Female,Engineering,New York,23,70331,0
Other,Engineering,Houston,40,51586,11
Other,Sales,Houston,27,,2
Other,Marketing,Phoenix,24,45629,4
,Engineering,Chicago,61,43119,40
Female,Marketing,Chicago,25,49907,0
Other,Engineering,Los Angeles,30,62841,9
Female,HR,Chicago,,,26
Male,None,Phoenix,,53333,16
Other,Finance,Chicago,31,52925,
Female,Sales,None,28,49631,3
Male,Finance,New York,59,62944,33
Female,Marketing,,55,50631,37
Other,Engineering,Phoenix,30,47888,12
None,Marketing,Phoenix,59,49198,33
Male,Sales,Los Angeles,61,18229,33
Male,,Los Angeles,50,47616,29
,Engineering,Houston,30,34022,
,Finance,Houston,42,46899,18
Female,HR,,41,49642,22
Female,None,New York,46,,
,Engineering,Phoenix,53,80209,35
Other,Engineering,Houston,23,70174,
Other,Sales,Phoenix,35,49841,11
Female,Marketing,Los Angeles,45,58379,22
Female,Marketing,New York,22,43992,
Other,None,Los Angeles,35,52874,8
Other,HR,Phoenix,54,,33
Female,HR,Houston,,35293,
Female,Sales,Los Angeles,26,,2
Other,Engineering,Chicago,52,24538,26
Male,Sales,New York,29,47368,
Female,Marketing,,63,,44
Other,Engineering,Houston,57,48905,38
None,Sales,Los Angeles,61,34977,38
Other,Finance,New York,56,48802,34
None,Marketing,Houston,41,52432,
,HR,Los Angeles,,56923,8
None,Sales,Phoenix,29,54027,6
Female,Marketing,Chicago,53,,25
Male,Marketing,None,54,47873,31
Other,HR,Phoenix,26,53837,
Male,,New York,56,43632,27
Female,HR,None,63,37204,44
Other,Sales,Los Angeles,39,44325,16
,HR,New York,34,55803,8
Other,Finance,Chicago,50,60823,24
Other,Marketing,Los Angeles,64,63980,45
None,HR,Houston,41,37279,19
Other,Marketing,None,32,78875,
Other,None,Houston,46,39395,24
Male,Engineering,Chicago,,46593,29
Other,,Phoenix,50,67847,32
Other,Marketing,New York,46,25001,22
Male,Engineering,Chicago,32,51957,7
Male,HR,Los Angeles,44,45679,21
Male,Marketing,Los Angeles,51,29073,22
Male,HR,Houston,21,29296,0
Male,Marketing,New York,35,,11
None,Engineering,Houston,,57741,12
Other,HR,Los Angeles,25,64225,6
Other,,Los Angeles,23,34402,1
Female,,Phoenix,,54316,17
Other,Sales,Phoenix,19,83862,0
Other,Engineering,Phoenix,62,,43
None,Engineering,Houston,39,50755,19
Male,Finance,New York,38,50166,17
,Engineering,Phoenix,23,48359,4
Female,Marketing,,49,38308,30
Male,HR,Phoenix,23,50657,0
Other,,,30,74415,10
Other,Marketing,New York,,49244,0
Female,Marketing,Phoenix,39,68315,18
Female,Marketing,New York,41,92842,13
None,Marketing,Chicago,,37795,
Female,Sales,Los Angeles,47,58104,27
Other,Finance,None,,32534,16
None,Engineering,Phoenix,61,47890,34
Female,Marketing,Houston,29,87425,9
Female,Engineering,Houston,,59704,18
Female,Engineering,None,21,54596,0
Female,Marketing,Houston,36,32258,
Male,Finance,New York,33,,13
Female,Engineering,Houston,29,37467,7
Male,HR,,50,34553,22
Other,Engineering,Chicago,38,,14
Female,Marketing,New York,53,60347,33
Male,,New York,26,47527,
Female,Engineering,Houston,,41803,38
Other,Finance,Houston,59,60893,40
Other,HR,New York,62,,41
Other,HR,Houston,25,64870,0
None,Sales,Houston,37,,11
Female,Sales,Houston,27,63831,7
Male,Engineering,Houston,49,64522,22
Other,Marketing,Houston,,52291,23
Female,Finance,Phoenix,27,52276,1
Other,,Phoenix,,42081,4
None,Sales,Phoenix,64,62429,43
Male,Finance,New York,50,47471,27
Male,Marketing,Chicago,64,35311,40
Male,HR,None,30,,1
Male,HR,Phoenix,,49394,33
Other,Marketing,New York,52,35820,29
None,HR,Chicago,46,90795,18
Male,Marketing,Houston,,57312,
Male,,Los Angeles,20,42594,0
Male,,Phoenix,54,52761,25
Other,Marketing,Phoenix,58,61037,30
Male,Finance,,23,53266,0
Other,Engineering,Houston,59,35595,39
Female,,None,33,48351,13
Other,HR,,52,46405,23
Other,Finance,Houston,35,43180,11
Male,Engineering,Chicago,28,37570,0
Female,Marketing,Houston,40,63132,17
Female,Sales,Chicago,64,57065,45
Female,Finance,Phoenix,28,56948,10
Female,None,Phoenix,46,,23
None,Finance,Phoenix,59,44018,33
Female,Finance,New York,,68747,
Other,Marketing,Phoenix,,,
Other,HR,Chicago,52,32544,
Other,Engineering,Los Angeles,26,75003,5
Female,Engineering,Houston,35,13634,8
Male,None,,,51913,34
Male,HR,,38,75735,11
Female,Sales,New York,53,26478,24
Male,None,Chicago,18,42854,0
Male,Sales,None,44,28910,18
Other,HR,None,62,71173,40
Other,HR,Phoenix,57,37713,35
Female,None,New York,55,64912,36
Female,,Chicago,46,70833,24
Male,Marketing,New York,57,30724,34
Other,Engineering,New York,36,27566,17
Female,HR,None,,,23
Female,HR,Chicago,61,61634,
Female,Finance,None,18,48942,0
Female,Finance,Chicago,53,50383,27
,HR,Phoenix,40,72197,14
Female,HR,Houston,30,46400,8
Male,Sales,Houston,,70646,20
Other,Sales,Chicago,54,41355,36
Other,Marketing,Houston,28,85963,8
Female,Finance,New York,24,,0
Other,Finance,Phoenix,52,67761,26
Other,HR,Phoenix,,35503,7
Other,HR,Houston,60,61798,32
None,Marketing,None,64,49884,35
Female,Finance,New York,57,,37
Other,Sales,Chicago,38,59986,19
,Engineering,None,64,,42
Female,Marketing,Phoenix,20,,1
Male,None,Phoenix,47,22129,19
Other,Sales,Chicago,,70678,15
Male,Sales,Los Angeles,55,72935,28
,Engineering,Chicago,20,48401,0
None,Marketing,Los Angeles,54,58355,28
Male,Engineering,Chicago,50,70488,30
Male,Marketing,Los Angeles,39,59019,18
Female,None,Los Angeles,48,42026,
Male,HR,Los Angeles,63,31983,34
Male,Finance,Los Angeles,29,59516,3
Male,,,62,52086,44
Other,Sales,Los Angeles,,49918,7
Male,HR,Los Angeles,29,38573,10
Other,None,Phoenix,44,44885,
Male,Marketing,New York,30,55051,
Male,,Los Angeles,41,45584,12
Female,Engineering,Houston,55,50491,26
,,New York,64,49533,44
Male,,Phoenix,26,59859,3
Other,Marketing,Chicago,25,28454,3
Other,Engineering,Phoenix,54,44659,35
,Finance,Phoenix,32,33472,
,,New York,24,52332,4
None,Engineering,New York,41,37849,18
Female,Finance,Houston,,64092,7
Female,,,41,,16
Female,Finance,New York,60,41357,33
,HR,New York,24,37500,2
Female,HR,New York,60,53765,37
Male,Finance,Chicago,45,30959,25
,Marketing,Phoenix,19,48603,
None,HR,Houston,51,48254,28
Female,None,None,55,42168,35
,HR,Los Angeles,20,,0
Male,Marketing,Chicago,18,43055,0
Other,,New York,48,54268,21
Other,HR,New York,40,41826,14
Female,Finance,Chicago,37,38842,13
Other,Finance,Houston,33,53837,12
Other,Finance,New York,63,62106,43
Female,Sales,Los Angeles,,92850,28
Female,Marketing,Houston,,,8
Female,Engineering,Phoenix,35,61585,9
Female,Marketing,Chicago,,43332,0
Other,Sales,Houston,52,61345,29
Other,,Phoenix,57,69531,29
Male,Marketing,Los Angeles,,51930,24
Male,None,Chicago,40,60671,14
Other,Finance,New York,32,56674,6
Male,Engineering,New York,30,50166,7
None,HR,Phoenix,31,43595,9
Male,Engineering,None,31,44740,3
None,Finance,None,54,30159,34
Male,HR,,22,65564,4
Female,Finance,None,39,78070,
Female,Finance,Los Angeles,45,28852,27
Female,HR,Los Angeles,62,65570,
Female,Engineering,Chicago,21,49333,3
Male,,Phoenix,55,40400,
Other,Sales,Chicago,46,,18
Female,Sales,Houston,54,37953,32
None,Sales,Houston,52,53513,28
Female,Marketing,New York,37,,19
Male,Sales,New York,52,44845,34
Male,HR,New York,52,67649,27
Male,Sales,Houston,37,,14
Other,Finance,Los Angeles,19,41483,0
Male,,Los Angeles,35,20304,12
Male,Engineering,Phoenix,47,51964,24
Other,HR,Houston,59,42575,32
Other,HR,New York,46,39176,22
Male,Marketing,Houston,56,54242,27
Other,Finance,Los Angeles,39,,20
Female,None,Los Angeles,46,67739,26
Female,Engineering,Chicago,,93961,34
,Sales,None,27,41458,6
None,HR,Phoenix,37,39879,19
